train_acc,val_acc,log_file
1.000000,0.681818,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_1024.log
0.997938,0.681818,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
0.989691,0.681818,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
0.974227,0.681818,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.890722,0.681818,/home/workspace/data/decoar2_nn_latents[12][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.852577,0.681818,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.834021,0.681818,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_512.log
0.832990,0.681818,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.0001_5_512.log
0.810309,0.681818,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
1.000000,0.675325,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.0001_5_1024.log
1.000000,0.675325,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.0001_5_512.log
1.000000,0.675325,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_1024.log
1.000000,0.675325,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_1024.log
1.000000,0.675325,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_512.log
1.000000,0.675325,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_1024.log
1.000000,0.675325,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_1024.log
1.000000,0.675325,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_512.log
0.997938,0.675325,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
0.990722,0.675325,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_512.log
0.919588,0.675325,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.910309,0.675325,/home/workspace/data/decoar2_nn_latents[7][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.872165,0.675325,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.865979,0.675325,/home/workspace/data/decoar2_nn_latents[7][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_512.log
0.854639,0.675325,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.001_1_1024.log
0.854639,0.675325,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.001_1_512.log
0.852577,0.675325,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.001_2_512.log
0.798969,0.675325,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_512.log
0.798969,0.675325,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_1024.log
0.763918,0.675325,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_512.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.0001_10_1024.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.001_2_512.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_1024.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_512.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_512.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_512.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_512.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents[10][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_512.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
1.000000,0.668831,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_512.log
0.992784,0.668831,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_1024.log
0.990722,0.668831,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_512.log
0.937113,0.668831,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_512.log
0.873196,0.668831,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.868041,0.668831,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.852577,0.668831,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_512.log
0.849485,0.668831,/home/workspace/data/decoar2_nn_latents[6][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_1024.log
0.840206,0.668831,/home/workspace/data/decoar2_nn_latents[0][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_1024.log
0.821649,0.668831,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_512.log
0.821649,0.668831,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_1024.log
0.820619,0.668831,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_1024.log
0.817526,0.668831,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_512.log
0.817526,0.668831,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_1024.log
0.813402,0.668831,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_1024.log
0.770103,0.668831,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_512.log
0.757732,0.668831,/home/workspace/data/decoar2_nn_latents[5][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_10_1024.log
0.756701,0.668831,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_512.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.001_1_512.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.1000_0.001_1_1024.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents[0][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_1024.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents[0][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_512.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents[3][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_5_512.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_512.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_10_1024.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_2_1024.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_10_1024.log
1.000000,0.662338,/home/workspace/data/decoar2_nn_latents[12][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_5_1024.log
0.992784,0.662338,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
0.981443,0.662338,/home/workspace/data/decoar2_nn_latents[0][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_1024.log
0.950515,0.662338,/home/workspace/data/decoar2_nn_latents[2][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.0001_2_512.log
0.924742,0.662338,/home/workspace/data/decoar2_nn_latents[10][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.893814,0.662338,/home/workspace/data/decoar2_nn_latents[11][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_512.log
0.884536,0.662338,/home/workspace/data/decoar2_nn_latents_full/16000/nn/results/svd_a.decoar2.100_0.001_5_1024.log
0.880412,0.662338,/home/workspace/data/decoar2_nn_latents[7][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.873196,0.662338,/home/workspace/data/decoar2_nn_latents[0][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_512.log
0.872165,0.662338,/home/workspace/data/decoar2_nn_latents[9][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_1024.log
0.857732,0.662338,/home/workspace/data/decoar2_nn_latents[8][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_1024.log
0.835052,0.662338,/home/workspace/data/decoar2_nn_latents[7][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_5_1024.log
0.823711,0.662338,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_2_512.log
0.817526,0.662338,/home/workspace/data/decoar2_nn_latents[1][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.001_5_1024.log
0.779381,0.662338,/home/workspace/data/decoar2_nn_latents[12][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_512.log
0.779381,0.662338,/home/workspace/data/decoar2_nn_latents[12][0]_a_n/16000/nn/results/svd_a.decoar2.1000_0.001_1_1024.log
0.775258,0.662338,/home/workspace/data/decoar2_nn_latents[4][0]_a_n/16000/nn/results/svd_a.decoar2.100_0.0001_10_1024.log
